ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_publicado,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_localizacao,ocorrencia_DT,ocorrencia_mes,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
4865,INCIDENTE,SALVADOR - BA,BA,SBSV,24/01/2021,11:50:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-12.908611111 / -38.3225,2021-01-24 11:50:00,1.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRAYW,,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PORTO SEGURO,DESCIDA,REGULAR,NENHUM,0
4866,ACIDENTE,FOZ DO IGUAÇU - PR,PR,SSFE,25/01/2021,15:00:00,SIM,ATIVA,NÃO,0,1,SIM,\t-25.461667\t / \t-54.597222\t,2021-01-25 15:00:00,1.0,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,PTOXQ,,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1994.0,AVIÃO,PARTICULAR,LUÍS DAL CANALLE FILHO,ESTÂNCIA HÉRCULES,POUSO,PRIVADA,SUBSTANCIAL,0
4867,INCIDENTE GRAVE,SORRISO - MT,MT,,25/01/2021,18:00:00,SIM,FINALIZADA,NÃO,0,1,SIM,-12.628611 / -55.611111,2021-01-25 18:00:00,1.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PTUUB,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2006.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,LEVE,0
4868,INCIDENTE GRAVE,SORRISO - MT,MT,,25/01/2021,18:00:00,SIM,FINALIZADA,NÃO,0,1,SIM,-12.628611 / -55.611111,2021-01-25 18:00:00,1.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PTUUB,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2006.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,LEVE,0
4869,INCIDENTE,VITÓRIA - ES,ES,SBVT,26/01/2021,17:02:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-20.25805 / -40.28638,2021-01-26 17:02:00,1.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PRTLI,,AVIÃO,DIAMOND AIRCRAFT,DA 62,DA62,PISTÃO,BIMOTOR,2300,2300,7.0,2017.0,AVIÃO,PARTICULAR,JACAREPAGUÁ,EURICO DE AGUIAR SALLES,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
4870,ACIDENTE,SERRA AZUL - SP,SP,,27/01/2021,19:30:00,SIM,ATIVA,NÃO,0,1,NÃO,-21.251667° / -47.524167°,2021-01-27 19:30:00,1.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTFIB,,AVIÃO,CESSNA AIRCRAFT,150M,C150,PISTÃO,MONOMOTOR,726,726,2.0,1975.0,AVIÃO,INSTRUÇÃO,LEITE LOPES,LEITE LOPES,CRUZEIRO,INSTRUÇÃO,SUBSTANCIAL,0
4871,INCIDENTE GRAVE,FRUTAL - MG,MG,,28/01/2021,13:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-20.09638 / -49.10055,2021-01-28 13:00:00,1.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRMCA,,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1997,1997,1.0,1979.0,AVIÃO,AGRÍCOLA,,,DECOLAGEM,AGRÍCOLA,LEVE,0
4872,ACIDENTE,ALMEIRIM - PA,PA,,28/01/2021,15:55:00,SIM,ATIVA,NÃO,0,1,NÃO,-0.2827778 / -54.1038889,2021-01-28 15:55:00,1.0,COMBUSTÍVEL,COMBUSTÍVEL,FUEL,PTIRJ,,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1723,1723,6.0,1973.0,AVIÃO,PARTICULAR,ALENQUER,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,0
4873,INCIDENTE GRAVE,BRASÍLIA - DF,DF,,29/01/2021,12:15:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-15.690833 / -47.773889,2021-01-29 12:15:00,1.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PPZVI,,AVIÃO,ELDO COELHO DE CASTRO,P-56C,ZZZZ,PISTÃO,MONOMOTOR,660,660,2.0,1985.0,AVIÃO,EXPERIMENTAL,BOTELHO,BOTELHO,CRUZEIRO,PRIVADA,LEVE,0
4874,INCIDENTE,CAMPINAS - SP,SP,SBKP,30/01/2021,03:51:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.00694444444 / -47.13444444444,2021-01-30 03:51:00,1.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRAQM,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2013.0,AVIÃO,REGULAR,VIRACOPOS,RONDONÓPOLIS,SUBIDA,REGULAR,NENHUM,0
4875,ACIDENTE,OURILÂNDIA DO NORTE - PA,PA,,31/01/2021,20:30:00,SIM,ATIVA,NÃO,0,1,NÃO,-6.635361 / -51.752417,2021-01-31 20:30:00,1.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PTWUU,,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1996,1996,1.0,1978.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,DESTRUÍDA,1
4876,INCIDENTE,MONTES CLAROS - MG,MG,SBMK,31/01/2021,12:11:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-16.70611111111 / -43.82194444444,2021-01-31 12:11:00,1.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRAKJ,,,,,,,SEM TRAÇÃO,0,0,0.0,,,REGULAR,MÁRIO RIBEIRO,PORTO SEGURO,SUBIDA,REGULAR,NENHUM,0
4877,ACIDENTE,VIAMÃO - RS,RS,,01/02/2021,09:20:00,SIM,ATIVA,NÃO,0,1,NÃO,\t-30.249167\t / \t-50.765\t,2021-01-02 09:20:00,1.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRSTO,,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1814,1814,1.0,1972.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
4878,ACIDENTE,SÃO FÉLIX DO XINGU - PA,PA,,02/02/2021,12:00:00,SIM,ATIVA,NÃO,0,1,NÃO,-7.405500 / -53.830972,2021-02-02 12:00:00,2.0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PTBXV,,AVIÃO,CESSNA AIRCRAFT,182E,C182,PISTÃO,MONOMOTOR,1270,1270,4.0,1962.0,AVIÃO,PARTICULAR,PISTA DE POUSO  NÃO HOMOLOGADA,PISTA DE POUSO  NÃO HOMOLOGADA,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,1
4879,ACIDENTE,SÃO FÉLIX DO XINGU - PA,PA,,02/02/2021,13:11:00,SIM,ATIVA,NÃO,0,1,SIM,-7.210278 / -52.569722,2021-02-02 13:11:00,2.0,COLISÃO COM FAUNA,COLISÃO COM FAUNA,WILD,PTWEE,,AVIÃO,CESSNA AIRCRAFT,U206F,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,1976.0,AVIÃO,TÁXI AÉREO,OURILÂNDIA DO NORTE,,POUSO,TÁXI AÉREO,SUBSTANCIAL,0
4880,ACIDENTE,MOSSÂMEDES - GO,GO,,02/02/2021,13:00:00,SIM,ATIVA,NÃO,0,1,NÃO,-16.208611 / -49.975833,2021-02-02 13:00:00,2.0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PTUGV,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1992.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
4881,INCIDENTE,RIBEIRÃO PRETO - SP,SP,SBRP,02/02/2021,20:50:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-21.136388 / -47.77666,2021-02-02 20:50:00,2.0,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SCF-NP,PPPTO,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2008.0,AVIÃO,REGULAR,LEITE LOPES,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,CRUZEIRO,REGULAR,LEVE,0
4882,INCIDENTE,CAMPINAS - SP,SP,SBKP,02/02/2021,16:33:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-21.15 / -47.80,2021-02-02 16:33:00,2.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRAKA,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,0.0,2015.0,AVIÃO,REGULAR,LEITE LOPES,VIRACOPOS,PROCEDIMENTO DE APROXIMAÇÃO IFR,REGULAR,NENHUM,0
4883,ACIDENTE,MUCAJAÍ - RR,RR,,03/02/2021,17:05:00,SIM,ATIVA,NÃO,0,1,NÃO,2.600060 / -62.513370,2021-03-02 17:05:00,3.0,INDETERMINADO,INDETERMINADO,UNK,PTKVW,,AVIÃO,CESSNA AIRCRAFT,U206F,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,1975.0,AVIÃO,TÁXI AÉREO,POUSO DA ÁGUIA,PAA-PIU,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0
4884,ACIDENTE,BARREIRAS - BA,BA,,04/02/2021,13:20:00,SIM,ATIVA,NÃO,0,1,SIM,-11.97888 / -46.21444,2021-04-02 13:20:00,4.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PSEBI,,AVIÃO,DIAMOND AIRCRAFT,DA 62,DA62,PISTÃO,BIMOTOR,2300,2300,,2018.0,AVIÃO,PARTICULAR,,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
4885,ACIDENTE,BARREIRAS - BA,BA,,04/02/2021,13:20:00,SIM,ATIVA,NÃO,0,1,SIM,-11.97888 / -46.21444,2021-04-02 13:20:00,4.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PSEBI,,AVIÃO,DIAMOND AIRCRAFT,DA 62,DA62,PISTÃO,BIMOTOR,2300,2300,,2018.0,AVIÃO,PARTICULAR,,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
4886,INCIDENTE,BRASÍLIA - DF,DF,SBBR,04/02/2021,00:20:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-15.8711 / -47.9177,2021-04-02 00:20:00,4.0,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SCF-NP,PRMHP,,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2007.0,AVIÃO,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,EURICO DE AGUIAR SALLES,CRUZEIRO,REGULAR,NENHUM,0
4887,INCIDENTE,FLORIANÓPOLIS - SC,SC,SBFL,05/02/2021,07:30:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-27.670277 / -48.5525,2021-05-02 07:30:00,5.0,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SCF-NP,PRTTO,,AVIÃO,BOEING COMPANY,727-2M7,B722,JATO,TRIMOTOR,92124,92124,3.0,1976.0,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SALGADO FILHO,CRUZEIRO,REGULAR,NENHUM,0
4888,INCIDENTE GRAVE,CABO FRIO - RJ,RJ,SBCB,05/02/2021,21:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-22.925833 / -42.073611,2021-05-02 21:00:00,5.0,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,PPMBM,,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2013.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,LAGOA,POUSO,POLICIAL,LEVE,0
4889,INCIDENTE,LUZIÂNIA - GO,GO,SJGL,05/02/2021,14:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-16.671774 / -48.010321,2021-05-02 14:00:00,5.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTWRS,,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1997.0,AVIÃO,PARTICULAR,COMANDANTE ZEQUINHA / GRAND LAKE,ANÁPOLIS,SUBIDA,PRIVADA,LEVE,0
4890,INCIDENTE,NAVEGANTES - SC,SC,SBNF,06/02/2021,14:51:00,SIM,FINALIZADA,NÃO,0,1,NÃO,\t-26.878611\t / \t-48.650833\t,2021-06-02 14:51:00,6.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PRTNI,,AVIÃO,PIPER AIRCRAFT,PA-24-220T,PA34,,,2155,2155,,2015.0,AVIÃO,PARTICULAR,MINISTRO VICTOR KONDER,BACACHERI,TÁXI,PRIVADA,LEVE,0
4891,ACIDENTE,FORTALEZA DOS VALOS - RS,RS,,06/02/2021,19:45:00,NÃO,ATIVA,NÃO,0,1,SIM,\t-28.976111\t / \t-53.317778\t,2021-06-02 19:45:00,6.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PTWVZ,,AVIÃO,AIR TRACTOR,AT-402A,AT3T,TURBOÉLICE,MONOMOTOR,3175,3175,1.0,1998.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,DESTRUÍDA,0
4892,INCIDENTE,ALEGRETE - RS,RS,,06/02/2021,16:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,\t-29.566389\t / \t-55.816667\t,2021-06-02 16:00:00,6.0,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL,PTWQV,,AVIÃO,AIR TRACTOR,AT-402A,AT3T,TURBOÉLICE,MONOMOTOR,3175,3175,1.0,1999.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,AGRÍCOLA,LEVE,0
4893,INCIDENTE,GUARULHOS - SP,SP,SBGR,07/02/2021,20:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.431944 / -46.469444,2021-07-02 20:00:00,7.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PTMUE,,AVIÃO,BOEING COMPANY,777-32WER,B77W,JATO,BIMOTOR,346544,346544,384.0,2012.0,AVIÃO,REGULAR,EDUARDO GOMES,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,LEVE,0
4894,INCIDENTE,SÃO GABRIEL - RS,RS,,08/02/2021,11:20:00,SIM,FINALIZADA,NÃO,0,1,NÃO,\t-30.242222\t / \t-54.589444\t,2021-08-02 11:20:00,8.0,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,PTGUO,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1980.0,AVIÃO,AGRÍCOLA,SÃO GABRIEL,SÃO GABRIEL,MANOBRA,AGRÍCOLA,LEVE,0
4895,INCIDENTE,SÃO JOSÉ DOS PINHAIS - PR,PR,SBCT,08/02/2021,20:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,\t-25.531667\t / \t-49.176111\t,2021-08-02 20:00:00,8.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PRAEN,,AVIÃO,CESSNA AIRCRAFT,T182T,C182,PISTÃO,MONOMOTOR,1406,1406,4.0,2012.0,AVIÃO,PARTICULAR,,AFONSO PENA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
4896,INCIDENTE GRAVE,MANDAGUAÇU - PR,PR,,10/02/2021,13:40:00,SIM,FINALIZADA,NÃO,0,1,NÃO,\t-23.240278\t / \t-52.07\t,2021-10-02 13:40:00,10.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTUPY,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2004.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,LEVE,0
4897,INCIDENTE,CAMPINAS - SP,SP,SBKP,10/02/2021,03:51:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.0069444444 / -47.1344444444,2021-10-02 03:51:00,10.0,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO,SCF-PP,PRAQP,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,,AVIÃO,REGULAR,VIRACOPOS,BAURU/AREALVA (SJTC*),DECOLAGEM,REGULAR,NENHUM,0
4898,INCIDENTE,VARGINHA - MG,MG,SBVG,10/02/2021,15:30:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-21.58888 / -45.47333,2021-10-02 15:30:00,10.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PPEJO,,AVIÃO,BEECH AIRCRAFT,300,BE30,TURBOÉLICE,BIMOTOR,6350,6350,10.0,1986.0,AVIÃO,ADMINISTRAÇÃO DIRETA,COMANDANTE PASCHOAL PATROCÍNIO FILHO,MAJOR BRIGADEIRO TROMPOWSKY,ESTACIONAMENTO,POLICIAL,NENHUM,0
4899,INCIDENTE,CAMPINAS - SP,SP,SBKP,12/02/2021,03:20:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.0069444444 / -47.1344444444,2021-12-02 03:20:00,12.0,FOGO EM VOO,FOGO/FUMAÇA (SEM IMPACTO) | FOGO EM VOO,F-NI,PRYRK,,AVIÃO,AIRBUS INDUSTRIE,Airbus A320-251N,A320,JATO,BIMOTOR,79000,79000,,,AVIÃO,REGULAR,VIRACOPOS,DEPUTADO LUÍS EDUARDO MAGALHÃES,SUBIDA,REGULAR,NENHUM,0
4900,ACIDENTE,SÃO DESIDÉRIO - BA,BA,,12/02/2021,13:00:00,SIM,ATIVA,NÃO,0,1,SIM,-12.84972 / -45.82611,2021-12-02 13:00:00,12.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PPPNM,,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2012.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
4901,ACIDENTE,SÃO DESIDÉRIO - BA,BA,,12/02/2021,13:00:00,SIM,ATIVA,NÃO,0,1,SIM,-12.84972 / -45.82611,2021-12-02 13:00:00,12.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PPPNM,,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2012.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
4902,ACIDENTE,CONCEIÇÃO DAS ALAGOAS - MG,MG,,12/02/2021,16:00:00,SIM,ATIVA,NÃO,0,1,NÃO,-19.855278 / -48.456389,2021-12-02 16:00:00,12.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRPPJ,,AVIÃO,PIPER AIRCRAFT,PA-36-375,,TURBOÉLICE,,2177,2177,,1981.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
4903,ACIDENTE,NOVO PROGRESSO - PA,PA,,13/02/2021,18:40:00,SIM,ATIVA,NÃO,0,1,NÃO,-7.571111 / -56.089167,2021-02-13 18:40:00,2.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTKQE,,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1633,1633,6.0,1975.0,AVIÃO,PARTICULAR,,,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
4904,INCIDENTE,PORTO ALEGRE - RS,RS,SBPA,15/02/2021,19:40:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-29.9938888888 / -51.1711111111,2021-02-15 19:40:00,2.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PTMZT,,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,77000,184.0,2001.0,AVIÃO,REGULAR,SALGADO FILHO,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,NENHUM,0
4905,INCIDENTE,CAMPINAS - SP,SP,SDAM,16/02/2021,17:20:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-22.859167° / -47.108056°,2021-02-16 17:20:00,2.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PTKLY,,AVIÃO,CESSNA AIRCRAFT,172M,C172,PISTÃO,MONOMOTOR,1043,1043,4.0,1974.0,AVIÃO,PARTICULAR,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
4906,INCIDENTE GRAVE,SÃO LOURENÇO DO SUL - RS,RS,,16/02/2021,15:30:00,SIM,FINALIZADA,NÃO,0,1,NÃO,\t-31.131528\t / \t-51.972972\t,2021-02-16 15:30:00,2.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRPAR,,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1905,1905,1.0,,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,AGRÍCOLA,LEVE,0
4907,ACIDENTE,SÃO DESIDÉRIO - BA,BA,,16/02/2021,11:30:00,SIM,ATIVA,NÃO,0,1,NÃO,-12.77666 / -45.24194,2021-02-16 11:30:00,2.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PTVUR,,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2011.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
4908,INCIDENTE,SALVADOR - BA,BA,SBSV,17/02/2021,22:30:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-12.9086111111 / -38.3225,2021-02-17 22:30:00,2.0,FALHA OU MAU FUNCIONAMENTO DO MOTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,PRYRR,,,,,,,,0,0,,,,REGULAR,GUARARAPES - GILBERTO FREYRE,SANTOS DUMONT,CRUZEIRO,REGULAR,NENHUM,0
4909,INCIDENTE,RIO DE JANEIRO - RJ,RJ,SBGL,17/02/2021,00:15:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-22.81 / -43.25055555555,2021-02-17 00:15:00,2.0,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,SCF-NP,PRTTP,,AVIÃO,BOEING COMPANY,727-2M7,B722,JATO,TRIMOTOR,88360,88360,7.0,1978.0,AVIÃO,REGULAR,EURICO DE AGUIAR SALLES,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,NENHUM,0
