ocorrencia_classificacao,ocorrencia_hora,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
4648,INCIDENTE,18.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,PISTÃO,,0,0,0.0,2015.0,REGULAR,EDUARDO GOMES,SÃO GABRIEL DA CACHOEIRA,SUBIDA,REGULAR,NENHUM,0
4649,ACIDENTE,17.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,P28B,PISTÃO,MONOMOTOR,1361,1361,4.0,1976.0,PARTICULAR,FORA DE AERODRAMO,FORA DE AERODRAMO,DECOLAGEM,PRIVADA,DESTRUÍDA,0
4650,INCIDENTE,11.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,0.0,2012.0,REGULAR,EURICO DE AGUIAR SALLES,TANCREDO NEVES,PROCEDIMENTO DE APROXIMAÇÃO IFR,REGULAR,NENHUM,0
4651,INCIDENTE,15.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,EMBRAER,EMB-110C,E110,TURBOÉLICE,BIMOTOR,5600,5600,17.0,1975.0,TÁXI AÉREO,EDUARDO GOMES,TEFÉ,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
4652,INCIDENTE GRAVE,19.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,AVIÃO,,,ULAC,PISTÃO,SEM TRAÇÃO,0,0,0.0,2015.0,EXPERIMENTAL,FORA DE AERODRAMO,JOSÉ MARTINS DA SILVA,CRUZEIRO,PRIVADA,LEVE,0
4653,INCIDENTE,22.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2008.0,REGULAR,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,NENHUM,0
4654,INCIDENTE,18.0,1,NÃO,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,OTHR,PLANADOR,PZL-BIELSKO,SZD-48-3,GLID,SEM TRAÇÃO,SEM TRAÇÃO,540,540,1.0,1987.0,INSTRUÇÃO,BAURU,BAURU,POUSO,INSTRUÇÃO,LEVE,0
4655,ACIDENTE,19.0,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1992.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
4656,INCIDENTE,18.0,1,NÃO,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,OTHR,PLANADOR,ALEXANDER SCHLEICHER,ASW20,GLID,SEM TRAÇÃO,SEM TRAÇÃO,454,454,1.0,1982.0,INSTRUÇÃO,BAURU,BAURU,POUSO,INSTRUÇÃO,NENHUM,0
4657,ACIDENTE,10.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1655,1655,6.0,1989.0,PARTICULAR,COMANDANTE MUNIR DJABAK,CÁCERES,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
4658,INCIDENTE,13.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1980.0,INSTRUÇÃO,14 BIS,14 BIS,SUBIDA,INSTRUÇÃO,NENHUM,0
4659,INCIDENTE GRAVE,17.0,2,NÃO,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,AVIÃO,CESSNA AIRCRAFT,,ULAC,PISTÃO,SEM TRAÇÃO,0,0,0.0,2012.0,REGULAR,AUGUSTO SEVERO,PINTO MARTINS,APROXIMAÇÃO FINAL,,NENHUM,0
4660,INCIDENTE GRAVE,17.0,2,NÃO,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,4082,4082,8.0,1976.0,TÁXI AÉREO,VIRGÍLIO TÁVORA,PINTO MARTINS,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,0
4661,INCIDENTE,20.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1985.0,PARTICULAR,FORA DE AERODRAMO,CAMPO DE MARTE,TÁXI,PRIVADA,NENHUM,0
4662,ACIDENTE,20.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,AVIÃO,BEECH AIRCRAFT,95-C55,BE58,TURBOÉLICE,SEM TRAÇÃO,2404,2404,0.0,1967.0,PARTICULAR,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
4663,ACIDENTE,9.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
4664,INCIDENTE,16.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,CESSNA AIRCRAFT,S550,C550,JATO,BIMOTOR,6849,6849,9.0,1986.0,PARTICULAR,FORA DE AERODRAMO,TERRAVISTA,TÁXI,PRIVADA,NENHUM,0
4665,INCIDENTE,19.0,1,NÃO,FOGO/FUMAÇA (SEM IMPACTO),FOGO/FUMAÇA (SEM IMPACTO),F-NI,AVIÃO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,61500,61500,148.0,2019.0,REGULAR,VIRACOPOS,HERCÍLIO LUZ,SUBIDA,REGULAR,NENHUM,0
4666,INCIDENTE,16.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1975.0,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,SÍLVIO NAME JÚNIOR,ARREMETIDA NO AR,INSTRUÇÃO,NENHUM,0
4667,ACIDENTE,12.0,1,NÃO,INDETERMINADO,INDETERMINADO,UNK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1989.0,PARTICULAR,CORONEL ALEXANDRE RAPOSO,FORA DE AERODRAMO,CRUZEIRO,PRIVADA,,0
4668,INCIDENTE,15.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,MOONEY AIRCRAFT,M20J,M20P,PISTÃO,MONOMOTOR,1243,1243,4.0,1990.0,PARTICULAR,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,ARREMETIDA NO SOLO,PRIVADA,LEVE,0
4669,ACIDENTE,18.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2009.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
4670,INCIDENTE,15.0,1,NÃO,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,AVIÃO,CESSNA AIRCRAFT,180J,C180,PISTÃO,MONOMOTOR,1270,1270,6.0,1973.0,PARTICULAR,GOVERNADOR JOSÉ RICHA,ESTADUAL DARIO GUARITA,POUSO,PRIVADA,LEVE,0
4671,ACIDENTE,14.0,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,621,2.0,2012.0,INSTRUÇÃO,PIRAQUARA,PIRAQUARA,POUSO,PRIVADA,SUBSTANCIAL,0
4672,ACIDENTE,14.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,621,2.0,2012.0,INSTRUÇÃO,PIRAQUARA,PIRAQUARA,POUSO,PRIVADA,SUBSTANCIAL,0
4673,ACIDENTE,16.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2006.0,ADMINISTRAÇÃO DIRETA,CORUMBÁ,PORTO JOFRE,CRUZEIRO,POLICIAL,SUBSTANCIAL,0
4674,ACIDENTE,13.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2012.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
4675,ACIDENTE,11.0,1,NÃO,INDETERMINADO,INDETERMINADO,UNK,,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,,PISTÃO,,0,0,0.0,2015.0,REGULAR,FORA DE AERODRAMO,FORA DE AERODRAMO,INDETERMINADA,,SUBSTANCIAL,0
4676,INCIDENTE GRAVE,18.0,2,NÃO,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2012.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,MARECHAL RONDON,DESCIDA,REGULAR,NENHUM,0
4677,INCIDENTE GRAVE,18.0,2,NÃO,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,AVIÃO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOÉLICE,BIMOTOR,3946,3946,7.0,1980.0,PARTICULAR,MARECHAL RONDON,RONDONÓPOLIS,SUBIDA,PRIVADA,NENHUM,0
4678,INCIDENTE,12.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,CESSNA AIRCRAFT,172N,C172,PISTÃO,MONOMOTOR,1043,1043,4.0,2012.0,PARTICULAR,MUNICIPAL JOSÉ FIGUEIREDO,PROFESSOR URBANO ERNESTO STUMPF,TÁXI,PRIVADA,LEVE,0
4679,INCIDENTE,13.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT76,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,REGULAR,SALGADO FILHO,HERCÍLIO LUZ,SUBIDA,REGULAR,NENHUM,0
4680,ACIDENTE,15.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1989.0,TÁXI AÉREO,PRIMAVERA DO LESTE,ARAGARÇAS,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0
4681,ACIDENTE,11.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,1088,4.0,2005.0,PARTICULAR,FORA DE AERODRAMO,FORA DE AERODRAMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,2
4682,INCIDENTE,17.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,PIPER AIRCRAFT,PA-42,PAY3,TURBOÉLICE,BIMOTOR,5080,5080,9.0,1982.0,TÁXI AÉREO,ALBERTO ALCOLUMBRE,VAL DE CANS / JÚLIO CEZAR RIBEIRO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
4683,INCIDENTE,17.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1974.0,TÁXI AÉREO,POUSO DA ÁGUIA,POUSO DA ÁGUIA,CIRCUITO DE TRÁFEGO,PRIVADA,LEVE,0
4684,ACIDENTE,20.0,1,NÃO,COLISÃO COM FAUNA,COLISÃO COM FAUNA,WILD,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1984.0,PARTICULAR,FORA DE AERODROMO,JORDÃO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
4685,ACIDENTE,14.0,1,SIM,COLISÃO COM FAUNA,COLISÃO COM FAUNA,WILD,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2016.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
4686,ACIDENTE,14.0,1,SIM,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2016.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
4687,ACIDENTE,14.0,1,SIM,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2016.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
4688,ACIDENTE,12.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,,,ULAC,PISTÃO,SEM TRAÇÃO,0,0,0.0,2015.0,EXPERIMENTAL,CAVU - CLUBE DE AVIAÇÃO ULTRALEVE,CATULEVE,SUBIDA,PRIVADA,SUBSTANCIAL,0
4689,INCIDENTE,12.0,1,SIM,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,1997.0,TÁXI AÉREO,EDUARDO GOMES,LÁBREA,TÁXI,REGULAR,NENHUM,0
4690,INCIDENTE,12.0,1,SIM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,1997.0,TÁXI AÉREO,EDUARDO GOMES,LÁBREA,TÁXI,REGULAR,NENHUM,0
4691,INCIDENTE,19.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,REGULAR,EURICO DE AGUIAR SALLES,SANTOS DUMONT,CRUZEIRO,REGULAR,NENHUM,0
4692,INCIDENTE GRAVE,20.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1977.0,INSTRUÇÃO,ADALBERTO MENDES DA SILVA,ADALBERTO MENDES DA SILVA,DECOLAGEM,PRIVADA,LEVE,0
4693,INCIDENTE GRAVE,20.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1977.0,INSTRUÇÃO,ADALBERTO MENDES DA SILVA,ADALBERTO MENDES DA SILVA,DECOLAGEM,PRIVADA,LEVE,0
4694,INCIDENTE GRAVE,14.0,1,NÃO,MANOBRA ABRUPTA,MANOBRA ABRUPTA,AMAN,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1974.0,INSTRUÇÃO,CARAZINHO,CARAZINHO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
4695,INCIDENTE,13.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1991.0,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,SÍLVIO NAME JÚNIOR,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
4696,INCIDENTE,19.0,1,NÃO,COLISÃO COM FAUNA,COLISÃO COM FAUNA,WILD,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,REGULAR,TABATINGA,EDUARDO GOMES,DECOLAGEM,REGULAR,NENHUM,0
4697,ACIDENTE,18.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,ULTRALEVE,AEROBRAVO LTDA,ADVENTURE,ULAC,PISTÃO,MONOMOTOR,420,420,2.0,2003.0,EXPERIMENTAL,FAZENDA IROHY,FAZENDA IROHY,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
4698,ACIDENTE,18.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,ULTRALEVE,AEROBRAVO LTDA,ADVENTURE,ULAC,PISTÃO,MONOMOTOR,420,420,2.0,2003.0,EXPERIMENTAL,FAZENDA IROHY,FAZENDA IROHY,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
4699,INCIDENTE,15.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,12020,22.0,2012.0,TÁXI AÉREO,SÃO TOMÉ,PETROBRAS 35,CRUZEIRO,TÁXI AÉREO,NENHUM,0
4700,INCIDENTE,16.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,REGULAR,LAURO CARNEIRO DE LOYOLA,VIRACOPOS,DECOLAGEM,REGULAR,LEVE,0
4701,INCIDENTE,16.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1995.0,PARTICULAR,PARÁ DE MINAS,LEITE LOPES,TÁXI,PRIVADA,NENHUM,0
4702,ACIDENTE,12.0,1,NÃO,INDETERMINADO,INDETERMINADO,UNK,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1338,4.0,1973.0,PARTICULAR,FORA DE AERODRAMO,FORA DE AERODRAMO,INDETERMINADA,PRIVADA,,0
4703,ACIDENTE,20.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,ULTRALEVE,AEROBRAVO LTDA,STOL CH-701,ULAC,PISTÃO,MONOMOTOR,500,500,2.0,2007.0,EXPERIMENTAL,FORA DE AERODRAMO,FORA DE AERODRAMO,SUBIDA,PRIVADA,SUBSTANCIAL,0
4704,INCIDENTE,19.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1986.0,TÁXI AÉREO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,ALBERTO ALCOLUMBRE,TÁXI,TÁXI AÉREO,LEVE,0
4705,ACIDENTE,20.0,1,SIM,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,RE,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,4750,6.0,2009.0,PARTICULAR,CONGONHAS,SÃO PEDRO,POUSO,PRIVADA,SUBSTANCIAL,0
4706,INCIDENTE GRAVE,15.0,1,NÃO,COMBUSTÍVEL,COMBUSTÍVEL,FUEL,ULTRALEVE,AEROBRAVO LTDA,VIMANA R-12,ULAC,PISTÃO,MONOMOTOR,520,520,2.0,2007.0,EXPERIMENTAL,VIRGÍLIO TÁVORA,CATULEVE,CRUZEIRO,PRIVADA,NENHUM,0
4707,INCIDENTE,12.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2012.0,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,EDUARDO GOMES,SUBIDA,REGULAR,NENHUM,0
4708,ACIDENTE,14.0,1,SIM,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,AVIÃO,PZL - MIELEC,ANTONOV AN-2,ZZZZ,PISTÃO,MONOMOTOR,5500,5500,8.0,1995.0,EXPERIMENTAL,PIQUET,PIQUET,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
4709,ACIDENTE,14.0,1,SIM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,PZL - MIELEC,ANTONOV AN-2,ZZZZ,PISTÃO,MONOMOTOR,5500,5500,8.0,1995.0,EXPERIMENTAL,PIQUET,PIQUET,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
4710,ACIDENTE,14.0,1,SIM,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,AVIÃO,PZL - MIELEC,ANTONOV AN-2,ZZZZ,PISTÃO,MONOMOTOR,5500,5500,8.0,1995.0,EXPERIMENTAL,PIQUET,PIQUET,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
4711,INCIDENTE,18.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1978.0,PARTICULAR,SANTA ROSA,SALGADO FILHO,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
4712,INCIDENTE,16.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,CESSNA AIRCRAFT,560XL,C56X,JATO,BIMOTOR,9072,9072,11.0,2002.0,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,TERRAVISTA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
4713,INCIDENTE,22.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,REGULAR,VIRACOPOS,EURICO DE AGUIAR SALLES,SUBIDA,REGULAR,NENHUM,0
4714,INCIDENTE,16.0,1,NÃO,MANOBRA ABRUPTA,MANOBRA ABRUPTA,AMAN,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1997,1997,1.0,1980.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,LEVE,0
